"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Bahlil menyusahkan rakyat,ngikutin gengsi","2","0","2025-10-14T09:57:15.000Z","ridhowk_23","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7105982178420982785","7561014302955668245","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3f50f9c8843c15ec520a7eaf7f89304b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d9f993b&x-expires=1763467200&x-signature=aQl4iMubz%2FpGgFR1%2Bjiw7THzt34%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pecat bahlil.....","2","0","2025-10-10T11:20:17.000Z","user47771379","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6825711888540009473","7559551366702301970","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e29b1a4f1c3cb70bec163c5f2d01855e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64f8f573&x-expires=1763467200&x-signature=jKwZ7%2BuGEAKvo5g4cAGiTOildQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"negara mana pak yang bilang coba buktikan,,orang investor aja bisa pergi gara"" mengandung etanol","2","0","2025-10-10T08:33:55.000Z","adiljulion29","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7114486510552499227","7559508502490678023","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8280c5c7f447c8ba2c227e659876e585~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d0eaa0f2&x-expires=1763467200&x-signature=z55MTHnDe6EqvBoslxmn%2FtPhvhk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Emg elu bisa bahasa inggris🗿🗿kalo baca berita luar","2","0","2025-10-12T13:20:55.000Z","pitikjowo51","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7516599682550924289","7560324629877932820","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/11164ae9743753b511a5bb05a62da1b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8990f2c3&x-expires=1763467200&x-signature=chgiU8TlVyYKGgdUnqRMIEyDut8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dlu ni orng gak pernah muncul,kok skrng baru muncul yah😏😌","2","0","2025-10-11T14:36:36.000Z","markus.butar20","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6962116405140489217","7559973028903781141","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7370173102577647621~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9ad7829&x-expires=1763467200&x-signature=qR0MVusoRob%2FgtGnUoJvM2nSMWk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"turunkan Balil","2","0","2025-10-10T10:45:34.000Z","zxcpatt","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6913146134899328002","7559542400047153941","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/06784e63d69865b56b0f2076479eb576~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e9c57b88&x-expires=1763467200&x-signature=d9xam3YLCiSLSSbL8HpOVy%2FHReY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"orang ini beneran gak bisa dipercaya🤔","2","0","2025-10-10T14:59:40.000Z","riki4947","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7111342028562727937","7559607906061288210","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/94266361bf2a57d297ce0400aefd1f1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f3c83188&x-expires=1763467200&x-signature=4i8bKB3F5u04T7gfeXOjq55bxJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kita belum siap pak
otomotif juga harus menyesuaikan spek mesinnya","1","0","2025-10-10T13:51:26.000Z","ncimm300","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7432717550943568913","7559590315646501640","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/13b77957a5e2c3219c672300b5cd97b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0ae42451&x-expires=1763467200&x-signature=YO2sQLZyV8p4vDCKcQKCThDbiiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gacor wak😹","1","0","2025-11-10T05:08:38.000Z","sal_man87","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6993716418135278594","7570959206037586706","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/24f187ddd1b552a67706ad34d6c8d526~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df868605&x-expires=1763467200&x-signature=y69l1ZF9ebr6rFypG8fT9LNIJ8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dipuji ngga pernah
dihina dari kecil bang 🗿","1","0","2025-10-30T10:49:24.000Z","raanapp","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7051519971121873921","7566965074129879824","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/512d7e8471780a9fb012750da54bef77~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01fdd0ed&x-expires=1763467200&x-signature=i%2Bcy10WpeTW0bDuZTuS6C0BiXzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Dia bilang “buktinya negara lain pakai” manaa pak perlihatnkan “buktinya” jgn kebanyakan yapping doang.","2","0","2025-10-10T21:58:42.000Z","orangtakdikenal191","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6871588125626434562","7559715833002689298","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/abeeba7b0e8a027e839e7c5f1a24c674~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6c700e79&x-expires=1763467200&x-signature=6j9xAiDGPxYD%2FFi7T6mt%2B81TbvI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"iyeu kah","2","0","2025-10-21T05:56:09.000Z","arifinchannel750","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7060287841716405274","7563549744146023189","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4359cc38160b3d729fa5f46d9697e0e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=228b6ecc&x-expires=1763467200&x-signature=DnqK6EoO8Zl5FTO6foackMpc6f0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tolong pak Prabowo ganti aja ini orng..","4","0","2025-10-12T12:51:33.000Z","cilok049","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6898320881937040385","7560317056224412423","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7329479325730734100~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b09227b0&x-expires=1763467200&x-signature=%2BLtGLlI2DawS9lq3vxXDe6JfY00%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"buktinya SPBU swasta tidak mau beli 😂😂😂
kocak","4","0","2025-10-10T14:55:04.000Z","hayadikawali","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7281991695461270529","7559606373256889109","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b300a74fdb45d2f977d30b129e73d34e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eb9dc857&x-expires=1763467200&x-signature=rq6Qx%2FaDoT%2FhEJKgHQ91afkSTk4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"muatamuuuu tiap hari gw ke bengkel gnti busi","4","1","2025-10-30T06:16:53.000Z","abcdefg45461","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6904325792227230721","7566894879403475719","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/64c4097f95251e92fb46d1de014df7b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c73a9e61&x-expires=1763467200&x-signature=aH4GCjxvgCNnP4a8Egugu5NqRJI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pecat aja bahlil🔥","4","0","2025-10-10T11:29:04.000Z","y0bu55","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6832236992862274561","7559553613866861313","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c256ec7a6b1e4807241f4ffc8e17c7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58335dc9&x-expires=1763467200&x-signature=R17k4ub5ac4TDcqsHFjuz9%2FtjlY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"negara mana emangnya","4","0","2025-10-11T01:24:52.000Z","watermelooooooonn","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6652534460930179073","7559768962549498641","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/726c49ca9b1b2ebf7f32e25aa344fb3f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=93a05e9c&x-expires=1763467200&x-signature=BgMRV50pyDlur%2Fy9GOAFM7%2BJpy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"jgn samakan negara lain dengan ri","1","0","2025-10-10T13:13:39.000Z","bayo_regar0317","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6958206230456960002","7559580583748436757","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0c49ede3c522462e7920d0041b023c32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2649c2da&x-expires=1763467200&x-signature=aU%2FQ2zElTUnLkqm4DNYb2IjfC0k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Nyatanya korbanya banyak 🥺","1","0","2025-11-10T07:38:14.000Z","muasdan_","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6874873714883036161","7570997775447343880","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fff41f184a3bf68e28e9f472b098ece7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a7b0036&x-expires=1763467200&x-signature=hWA41yEzkB2Bkd5EOrW2PKNSrME%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pantesan dari pas harga naik antrian panjang BBM jadi serasa mudah habis","1","0","2025-10-10T13:09:18.000Z","anjar_ag91","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7248952152650548230","7559579469712065298","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c7bfffb94b60a5abbccdd23315a94cb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b17212ba&x-expires=1763467200&x-signature=kRDiUiJlihgbEDzl41yBMDYcVbo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"etanol itu bagus, tapi tergantung penggunaanya untuk apa dulu .","2","0","2025-10-10T08:43:16.000Z","sutian442","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7419110112026756101","7559510365542335239","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d64c6236117651c53b478f93c5dece4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c7d2cb9&x-expires=1763467200&x-signature=O0GsaH%2FU%2FacyQx3vHOhWV7izwVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"menteri apaan dia ini kocak sekali","3","0","2025-10-10T14:01:39.000Z","garasijaya69","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7441190653034595384","7559592941657850644","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/94b2e21418ac964e14f74342745ed05a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=852c2178&x-expires=1763467200&x-signature=vmh4sHM6TqFrDTOXaAXm9YZ79Zs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sebut saja dia mentri etanol","4","0","2025-10-10T15:20:28.000Z","aris.njelons","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7394722692673618950","7559613259290182418","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d0c911f689e48a5041c6d75670df0e3a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=113262ff&x-expires=1763467200&x-signature=NTJE%2BI0a%2FCRylGVJpMg67BeIdhk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bikin gaduh","4","0","2025-10-10T07:47:38.000Z","masjokeluyuran","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7187165457031513089","7559496568769839880","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/68ca1a9f628cbe579a34d6153b2f7222~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5cabd309&x-expires=1763467200&x-signature=vudUpAro2PL21GMGVlVPL6ELFJk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sudah kadung tanda tangan proyek ya pak","4","0","2025-10-10T09:02:19.000Z","pardi6372","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7464661976506663943","7559515811565470482","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/10de33c01be7e7e333866d7cf4bf5ddb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2b87e38&x-expires=1763467200&x-signature=Ing57CMW0i%2FpjHZGYHRKS3rN3%2Bs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wahai Bpk menteri......kmrin gas 3kg d obok"" & skrg SPBU swasta yg d obok"" ntr abs ini aplg yg akn d obok""?","2","0","2025-10-10T15:14:56.000Z","indepecndent","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6959062176472744965","7559611822984495880","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/836f1029f970b8389625d425bd30f4e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3df5e068&x-expires=1763467200&x-signature=%2F06hAGdUphy44HgkzX%2FE51ZqmWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"BAHIL I OMONG OPO TO","1","0","2025-10-30T08:20:15.000Z","nanda_setrobery","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7395993593213338629","7566926651851211537","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e0062f8fae0344edb2cf082a64f0d73e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33e9a72d&x-expires=1763467200&x-signature=nMgh5METJE0XGGLAZ7%2FjCYy%2FSQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tensi naik kalau lihat ni orang","4","0","2025-10-11T02:59:09.000Z","zulokta6","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7197243457117815835","7559793297527816976","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0edb7714b15c80b89dab34d09a68b73b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb137f18&x-expires=1763467200&x-signature=HEwrs7uWs1jhZXzjWk4LSo%2BRJv8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"itu kann bikin mabok pk...kok dibilang nagus...😇😇","2","0","2025-10-10T08:57:36.000Z","chelseaatna","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6654671425246461953","7559514588082815762","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/27b9b490f6ff181618cdf4f93514e2d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6840e8e2&x-expires=1763467200&x-signature=YqN4vBxbsKacAer0IJK%2F5NPlJzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ini orang perlu dipertanyakan kualitasnya kok bisa jadi menteri_","2","0","2025-10-10T10:15:43.000Z","wongkuli06","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6722795819756127233","7559534718845289223","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/2ac81e27ccf4fb85b14daa56e3697b76~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9003480&x-expires=1763467200&x-signature=1QE5JDVRTA80zMGZ6r5FCxfmees%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kan ngelamar kerja persyaratannya berpenampilan menarik, ini bahlil kok bisa jadi menteri","3","0","2025-10-10T12:56:49.000Z","ariyanfikki","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6793154844375991298","7559576248055022343","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3f7b738e448d9de148699294614230a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8f44be5f&x-expires=1763467200&x-signature=Dg983HMHj%2FlM15jk0dPWtKX0VFk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"eee p bahlil spedaku rusah pakkkkkk","3","0","2025-10-10T13:37:46.000Z","mbakharyani1","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7209519866218415122","7559586807471178514","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2b8385eadbaaf19e9e738f4ccb88cb9e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d9162a6&x-expires=1763467200&x-signature=ABwh88o6jxKtOd%2FIXGvw73p81Vw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bahlil ini pernah sekolah otomotif gak sih, paling tidak basic machine course dulu","3","1","2025-10-11T04:30:50.000Z","madhy.ali","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6561642965378269185","7559816934243336967","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/5aa0f800e086523a97ae562cc52caac0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42bfdd67&x-expires=1763467200&x-signature=trGOOu9QNIPns5PPGqDtSI4tXbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kyk mau benerin aja klo kendaraan rusak","2","0","2025-10-12T12:09:17.000Z","inciboy41","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7050463724532696066","7560306168481563410","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/59f675821ea5ebccf3cdfdebad05c89e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6780e56&x-expires=1763467200&x-signature=vJ09BpLrXVIBmfLuHZ0QfwUS0pg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jangan jangan ethanol dikasi warna hijau dan jd pertamax, trs dikasih warna biru jd pertalite, bs untung 1000%, pertamina","3","0","2025-10-10T06:40:54.000Z","jarotysf2025","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7547524017557603336","7559479364119872264","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a7d1a1accce10405a0880667d3a08e96~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f97fca1f&x-expires=1763467200&x-signature=7I%2FgiF12YzmPnC7zKH2jatOU8Qo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Nasibnya ini org memang, sangat sulit ditebak","2","0","2025-10-10T06:36:13.000Z","onoono281","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7021971396511548443","7559478147642409749","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/855d652e8a63ba391a6d8c300104aee0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2ef92b03&x-expires=1763467200&x-signature=k%2BlOHa42FzSKW3t1cg4olAAfx3c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bahlil b nya apa? 😹","4","0","2025-10-14T10:59:08.000Z","hasbidaffa7","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7172748864092013595","7561030256019866386","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ba4111c157f27796716cf206c69c7418~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5ceb299&x-expires=1763467200&x-signature=1R6Tszh8X0hHfU4Xri1400agwH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"buat orang yang punya darah rendah,sering"" lah liat video Bahlil ngomong🗿","3","0","2025-10-11T00:53:13.000Z","taro_latte99","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7380154031383217157","7559760844406620935","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/04a2c97edc77297d31dbaaaaf1fe2673~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=108896b2&x-expires=1763467200&x-signature=U8%2BN8Xzazu3omnX7GNsFKX2YEek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"gini lil, negara negara lain menggunakan etanol mereka perlu waktu yang tidak singkat untuk menyesuaikan dengan kondisi kendaraan yang sudah siap untuk menggunakan etanol, kalau tiba tiba langsung di canpur, kendaraan kendaraan yang blum bisa nerima etanol bakal karatan dan merusak mesin","3","0","2025-10-10T17:15:25.000Z","1111lost","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6970914912534447105","7559642870245212949","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/38aff8f57b11541a8ce07279b9046f65~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=839d919b&x-expires=1763467200&x-signature=CxvkIaFLxh4MRPST87AvXwPMs8Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"matanya bahlil sama kayak riza khalid..","3","0","2025-10-10T13:33:45.000Z","abid.abid3388","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7427760496793224197","7559585753212519175","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e212814241349a06dd7f632dc0d6ee67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0b9bde99&x-expires=1763467200&x-signature=D1qnvUzM2FXSUDS1ublnssP46Xk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Negara lain mana saja Bahlil, Yang menggunakan Ethanol yang dimaksud.","3","0","2025-10-10T11:50:28.000Z","kemenanga","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6595375826504777730","7559559126319121170","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c145e2e308e831282bed620906a06c32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fefc23f&x-expires=1763467200&x-signature=Y3Hz6ax75HdJgdrkBtQWdrd9Iy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"syarat masuk kerja kan harus berpenampilan menarik ya, ko bisa pak bahlil jadi menteri 🙂","2","0","2025-10-10T15:26:39.000Z","azharlofanddi","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6893948410064651265","7559614853599920904","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c9f3918ab8776e2de51f8653298953f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=555ee866&x-expires=1763467200&x-signature=0h9C0KmCgldIykdQpiCXdt1Bpwo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pecat Bahlil","2","0","2025-10-10T08:07:49.000Z","bintang4795","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6886640016514434049","7559501753181176596","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/323cf306bb4b26fa550b0fbe57eb7f39~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6dd612c6&x-expires=1763467200&x-signature=kwR0w7f4IziD5oiqClXh%2FTxCFKQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pantes motor Skrng mulai mesin tarikkan ny mulai gk jelas","2","0","2025-10-11T12:28:12.000Z","titahe.gusti94","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7007318094222918658","7559939948523979528","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/125bc763a64a8b87fc62019c4c6fd642~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=922f4699&x-expires=1763467200&x-signature=Bjh961oZKoDBTj8PBY4%2F26CaZ6o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"negara mana lil sebutkan dan coba berikan kajian entanol kata ente lil kualitas yg bagaimana yg ente tawarkan ke pada masyarakat Bahlil","2","0","2025-10-10T07:08:02.000Z","bangjamal212","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7099729269786821633","7559486348471288597","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/206f1f48cff233155ca299d07f5fdca1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8458e711&x-expires=1763467200&x-signature=xaWAGeJXvE6f07xW9pzfgkj0jG0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kok ngotot. curiga ada niat terselubung dibalik etanol🗿","2","0","2025-10-10T14:52:27.000Z","its.iqmalasis","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6551411502837055489","7559606022953976583","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e37c6b81f784e684212916308ff692e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a688a27e&x-expires=1763467200&x-signature=sCc9H%2BYSJeT9vR%2BCUTVOzO8992A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"nanti klo kendaraan jd cpet rusak kita tau harus nuntut siapa guys","2","0","2025-10-10T14:21:24.000Z","br03r","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","7050787877836145666","7559598049568260872","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4f08d6a41ec8fb2fe7ea712e33acf746~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e51e48a2&x-expires=1763467200&x-signature=bMD3HPW%2FcNlQNAz9RToiKwF7Y8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tren..tiap Bahlil ngomong kiamat maju 1 jam😂","2","0","2025-10-10T11:46:35.000Z","nidaazharashop","https://www.tiktok.com/@radioelshinta/video/7559427945916271890","6969426179628041222","7559558146797290247","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33268d2f24bd0e6f6eb60273ec7e67c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1831dbc9&x-expires=1763467200&x-signature=z%2F%2FIgqybnaJxUTEhfCFhheHHkqs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
